system:index,LST_Celsius,QC_Day,data,timestamp_utc,.geo
2014_12_01,50.837010050251294,0.0,2014-12-01,1.417392E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_17,46.927638190954795,0.0,2015-01-17,1.4214528E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_18,51.56165829145731,0.0,2015-01-18,1.4215392E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_27,52.616281407035196,0.0,2015-01-27,1.4223168E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_09,43.69525125628145,0.0,2015-02-09,1.42344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_07,51.50167037861917,0.0,2015-03-07,1.4256864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_11,47.91987437185932,0.0,2015-03-11,1.426032E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_25,36.170000000000016,0.0,2015-03-25,1.4272416E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_28,46.24962311557792,0.0,2015-03-28,1.4275008E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_10,41.85477272727275,0.0,2015-04-10,1.428624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_18,40.43834170854275,0.0,2015-04-18,1.4293152E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_19,35.21741206030154,0.0,2015-04-19,1.4294016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_26,43.12344221105533,0.0,2015-04-26,1.4300064E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_28,41.79138190954777,0.0,2015-04-28,1.4301792E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_29,42.061325301204846,0.0,2015-04-29,1.4302656E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_30,39.63000000000005,0.0,2015-04-30,1.430352E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_05,44.91487437185933,0.0,2015-05-05,1.430784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_12,44.47133165829148,0.0,2015-05-12,1.4313888E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_16,40.70576923076925,0.0,2015-05-16,1.4317344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_17,45.70977272727275,0.0,2015-05-17,1.4318208E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_26,41.482250000000036,0.0,2015-05-26,1.4325984E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_11,40.4579396984925,0.0,2015-06-11,1.4339808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_21,35.443718592964835,0.0,2015-06-21,1.4348448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_08,32.72160804020105,0.0,2015-07-08,1.4363136E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_09,34.71937185929652,0.0,2015-07-09,1.4364E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_10,32.93046511627911,0.0,2015-07-10,1.4364864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_22,36.02123287671236,0.0,2015-07-22,1.4375232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_03,38.77091185410337,0.0,2015-08-03,1.43856E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_04,37.68296482412062,0.0,2015-08-04,1.4386464E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_10,38.67241206030154,0.0,2015-08-10,1.4391648E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
